session_id,user_id,timestamp,channel,device,session_duration,page_views
SES_000726,USER_001870,2025-11-08 16:59:22,Paid Search,Mobile,44,4
SES_000727,USER_000039,2025-11-15 09:34:22,Organic Search,Tablet,51,15
SES_000728,USER_001853,2025-11-21 15:59:22,Organic Search,Mobile,29,11
SES_000729,USER_001107,2025-11-09 05:18:22,Email,Mobile,334,3
SES_000730,USER_000683,2025-10-17 11:42:22,Email,Tablet,492,12
SES_000731,USER_000165,2025-12-15 20:43:22,Referral,Tablet,345,11
SES_000732,USER_001426,2025-11-16 20:59:22,Direct,Mobile,194,10
SES_000733,USER_000287,2025-11-07 14:58:22,Email,Tablet,103,7
SES_000734,USER_001318,2025-09-23 17:19:22,Direct,Mobile,11,18
SES_000735,USER_000692,2025-10-29 02:52:22,Email,Desktop,6,2
SES_000736,USER_000306,2025-09-24 23:25:22,Referral,Mobile,506,18
SES_000737,USER_000094,2025-12-02 19:17:22,Referral,Tablet,3,20
SES_000738,USER_000935,2025-10-21 09:59:22,Paid Search,Mobile,309,4
SES_000739,USER_000130,2025-12-06 17:11:22,Organic Search,Tablet,288,8
SES_000740,USER_001118,2025-10-15 00:39:22,Referral,Mobile,23,19
SES_000741,USER_000248,2025-10-06 22:11:22,Paid Search,Tablet,34,3
SES_000742,USER_000084,2025-10-24 16:06:22,Referral,Desktop,103,19
SES_000743,USER_000166,2025-10-06 15:08:22,Direct,Desktop,2,16
SES_000744,USER_001418,2025-09-19 11:29:22,Referral,Mobile,96,16
SES_000745,USER_001417,2025-10-05 17:27:22,Direct,Desktop,500,20
SES_000746,USER_000713,2025-09-24 06:29:22,Direct,Tablet,315,10
SES_000747,USER_001040,2025-11-11 11:53:22,Organic Search,Desktop,173,18
SES_000748,USER_001404,2025-10-18 02:07:22,Paid Search,Desktop,21,5
SES_000749,USER_000515,2025-11-19 02:29:22,Organic Search,Mobile,60,14
SES_000750,USER_000361,2025-11-01 07:09:22,Email,Tablet,9,18
SES_000751,USER_000668,2025-10-09 11:49:22,Organic Search,Tablet,105,19
SES_000752,USER_000486,2025-11-11 18:05:22,Social Media,Desktop,71,4
SES_000753,USER_000297,2025-11-10 17:42:22,Organic Search,Mobile,10,14
SES_000754,USER_001998,2025-10-17 06:47:22,Social Media,Tablet,38,12
SES_000755,USER_000940,2025-10-23 17:39:22,Referral,Mobile,26,15
SES_000756,USER_001184,2025-11-11 17:06:22,Social Media,Tablet,549,6
SES_000757,USER_000572,2025-11-28 18:23:22,Direct,Desktop,161,15
SES_000758,USER_001938,2025-09-21 10:45:22,Paid Search,Mobile,155,19
SES_000759,USER_000069,2025-10-09 06:15:22,,Desktop,853,17
SES_000760,USER_001144,2025-11-13 03:43:22,Referral,Mobile,123,3
SES_000761,USER_000033,2025-09-21 10:04:22,Paid Search,Mobile,49,3
SES_000762,USER_000950,2025-11-20 08:37:22,Email,Tablet,157,15
SES_000763,USER_000789,2025-10-07 09:43:22,Social Media,Tablet,180,3
SES_000764,USER_001179,2025-12-16 21:51:22,Email,Tablet,525,18
SES_000765,USER_001819,2025-10-16 08:23:22,Social Media,Desktop,130,12
SES_000766,USER_001444,2025-09-25 14:42:22,Direct,Mobile,34,18
SES_000767,USER_001511,2025-09-28 05:03:22,Paid Search,Desktop,139,16
SES_000768,USER_000568,2025-12-03 09:31:22,Paid Search,Mobile,126,14
SES_000769,USER_001390,2025-09-25 13:41:22,Email,Desktop,114,18
SES_000770,USER_000179,2025-11-26 20:46:22,Referral,Desktop,37,15
SES_000771,USER_001017,2025-09-30 00:15:22,Organic Search,Mobile,21,5
SES_000772,USER_000971,2025-10-08 17:51:22,Organic Search,Tablet,140,5
SES_000773,USER_001710,2025-11-03 00:46:22,Organic Search,Desktop,4,8
SES_000774,USER_001725,2025-11-25 07:39:22,Social Media,Mobile,119,17
SES_000775,USER_000465,2025-11-29 01:47:22,Paid Search,Mobile,33,9
SES_000776,USER_001267,2025-11-19 22:36:22,Organic Search,Mobile,109,6
SES_000777,USER_000331,2025-10-10 09:52:22,Paid Search,Tablet,423,5
SES_000778,USER_001152,2025-10-19 14:20:22,Direct,Mobile,83,7
SES_000779,USER_001093,2025-12-18 13:00:22,Social Media,Mobile,139,6
SES_000780,USER_000009,2025-10-27 15:16:22,Email,Mobile,473,5
SES_000781,USER_001366,2025-11-28 03:39:22,Social Media,Mobile,628,19
SES_000782,USER_000286,2025-10-08 06:04:22,Email,Desktop,236,2
SES_000783,USER_000669,2025-12-15 04:25:22,Email,Desktop,106,3
SES_000784,USER_001103,2025-09-27 06:59:22,Direct,Mobile,39,3
SES_000785,USER_001048,2025-11-16 09:00:22,Direct,Mobile,68,20
SES_000786,USER_000583,2025-09-27 08:41:22,Referral,Mobile,87,1
SES_000787,USER_001646,2025-11-02 22:37:22,Direct,Tablet,393,14
SES_000788,USER_001225,2025-11-14 20:28:22,Email,Mobile,27,19
SES_000789,USER_001549,2025-09-30 15:31:22,Direct,Desktop,486,19
SES_000790,USER_001547,2025-11-06 13:18:22,Social Media,Tablet,111,19
SES_000791,USER_001710,2025-10-06 17:29:22,Social Media,Desktop,311,10
SES_000792,USER_001958,2025-12-02 20:49:22,Email,Desktop,30,10
SES_000793,USER_000059,2025-12-10 07:48:22,Referral,Mobile,35,8
SES_000794,USER_000894,2025-10-04 19:49:22,Organic Search,Mobile,156,19
SES_000795,USER_000036,2025-10-23 08:01:22,Referral,Mobile,129,19
SES_000796,USER_000109,2025-10-22 16:55:22,Social Media,Tablet,26,6
SES_000797,USER_001053,2025-10-23 22:44:22,Social Media,Mobile,135,3
SES_000798,USER_001694,2025-10-14 07:29:22,Direct,Tablet,70,11
SES_000799,USER_000027,2025-12-15 20:35:22,Referral,Tablet,156,5
SES_000800,USER_001031,2025-10-07 03:36:22,Email,Desktop,19,5
SES_000801,USER_001439,2025-10-17 18:08:22,Direct,Tablet,336,18
SES_000802,USER_001416,2025-10-04 00:47:22,Organic Search,Desktop,117,10
SES_000803,USER_000059,2025-11-04 16:10:22,Direct,Mobile,34,10
SES_000804,USER_000161,2025-10-04 18:26:22,Paid Search,Mobile,24,5
SES_000805,USER_000403,2025-11-13 10:06:22,Organic Search,Mobile,254,2
SES_000806,USER_000136,2025-10-02 13:08:22,Direct,Desktop,430,2
SES_000807,USER_000379,2025-10-28 08:18:22,Organic Search,Desktop,159,7
SES_000808,USER_001752,2025-12-13 22:19:22,Referral,Tablet,76,6
SES_000809,USER_000445,2025-11-23 10:57:22,Direct,Tablet,259,17
SES_000810,USER_001886,2025-10-13 20:28:22,Direct,,232,7
SES_000811,USER_001710,2025-11-23 09:48:22,Direct,Tablet,569,6
SES_000812,USER_001065,2025-11-03 23:45:22,Paid Search,Mobile,23,4
SES_000813,USER_000237,2025-10-07 03:06:22,Social Media,Desktop,15,16
SES_000814,USER_000596,2025-11-07 20:47:22,Social Media,Mobile,46,14
SES_000815,USER_001377,2025-11-12 18:12:22,Email,Mobile,35,16
SES_000816,USER_000209,2025-10-02 23:46:22,Referral,Desktop,90,19
SES_000817,USER_001486,2025-10-10 13:41:22,Social Media,Mobile,23,14
SES_000818,USER_000975,2025-11-21 20:06:22,Direct,Tablet,516,12
SES_000819,USER_001003,2025-12-14 06:43:22,Direct,Mobile,20,9
SES_000820,USER_001389,2025-11-21 18:58:22,Organic Search,Desktop,319,16
SES_000821,USER_001354,2025-09-22 16:42:22,Social Media,Tablet,175,3
SES_000822,USER_000704,2025-11-25 03:08:22,Social Media,Mobile,126,18
SES_000823,USER_001747,2025-11-28 04:19:22,Organic Search,Desktop,87,11
SES_000824,USER_001007,2025-11-07 01:47:22,Paid Search,Mobile,388,6
SES_000825,USER_001404,2025-11-13 15:37:22,Email,Tablet,202,18
SES_000826,USER_001989,2025-11-28 05:48:22,Paid Search,Mobile,55,19
SES_000827,USER_001715,2025-11-07 07:01:22,Social Media,Desktop,160,5
SES_000828,USER_000877,2025-11-04 23:09:22,Organic Search,Tablet,75,4
SES_000829,USER_000174,2025-11-02 22:44:22,Referral,Desktop,187,19
SES_000830,USER_001348,2025-12-16 14:13:22,Social Media,Tablet,71,15
SES_000831,USER_000774,2025-11-13 05:50:22,Social Media,Mobile,159,11
SES_000832,USER_001030,2025-12-01 23:38:22,Email,Tablet,41,16
SES_000833,USER_001722,2025-12-13 21:28:22,Social Media,Desktop,123,3
SES_000834,USER_001522,2025-11-26 17:36:22,Social Media,Mobile,293,20
SES_000835,USER_000974,2025-10-01 10:12:22,Direct,Desktop,150,17
SES_000836,USER_001359,2025-11-12 17:40:22,Referral,Tablet,293,14
SES_000837,USER_000370,2025-11-27 21:30:22,Social Media,Mobile,200,18
SES_000838,USER_000549,2025-09-22 08:03:22,Paid Search,Desktop,194,15
SES_000839,USER_000411,2025-12-10 05:09:22,Email,Tablet,177,17
SES_000840,USER_000653,2025-11-05 01:27:22,Referral,Mobile,334,14
SES_000841,USER_000484,2025-09-28 07:31:22,Social Media,Tablet,31,20
SES_000842,USER_000894,2025-11-09 18:25:22,Organic Search,Mobile,112,18
SES_000843,USER_001349,2025-11-13 08:15:22,Paid Search,Desktop,53,9
SES_000844,USER_000643,2025-11-28 16:59:22,Referral,Desktop,10,3
SES_000845,USER_000813,2025-12-05 21:13:22,Email,Tablet,192,3
SES_000846,USER_001945,2025-10-06 18:25:22,Direct,Tablet,196,19
SES_000847,USER_001510,2025-11-25 19:49:22,Paid Search,Mobile,71,19
SES_000848,USER_000901,2025-11-08 11:05:22,Email,Desktop,34,9
SES_000849,USER_001118,2025-11-10 20:13:22,Email,Tablet,534,11
SES_000850,USER_001683,2025-11-13 03:01:22,Social Media,Desktop,81,12
SES_000851,USER_001415,2025-10-28 11:59:22,Direct,Tablet,195,2
SES_000852,USER_001096,2025-12-13 18:34:22,Social Media,Tablet,81,4
SES_000853,USER_000610,2025-10-20 01:42:22,,Mobile,64,8
SES_000854,USER_000562,2025-10-15 17:16:22,Social Media,Tablet,93,2
SES_000855,USER_001037,2025-09-30 02:48:22,Social Media,Desktop,313,9
SES_000856,USER_001314,2025-09-27 22:44:22,Direct,Mobile,213,2
SES_000857,USER_000643,2025-12-10 16:58:22,Referral,Mobile,40,10
SES_000858,USER_001405,2025-12-01 13:25:22,Direct,Tablet,259,20
SES_000859,USER_001638,2025-11-10 21:46:22,Referral,Desktop,209,11
SES_000860,USER_000460,2025-10-25 17:23:22,Paid Search,Mobile,521,19
SES_000861,USER_000537,2025-09-21 12:17:22,Direct,Desktop,657,7
SES_000862,USER_000349,2025-12-17 16:21:22,Email,Desktop,16,12
SES_000863,USER_000243,2025-11-30 14:18:22,Email,Mobile,316,16
SES_000864,USER_001754,2025-10-18 09:31:22,Social Media,Mobile,86,14
SES_000865,USER_001623,2025-10-16 06:31:22,Social Media,Desktop,97,14
SES_000866,USER_000176,2025-10-07 11:36:22,Paid Search,Desktop,83,15
SES_000867,USER_001508,2025-09-21 02:26:22,Referral,Desktop,224,14
SES_000868,USER_001242,2025-12-04 19:22:22,Organic Search,Desktop,114,12
SES_000869,USER_000620,2025-12-14 07:03:22,Organic Search,,126,13
SES_000870,USER_001010,2025-11-09 08:41:22,Direct,Desktop,54,17
SES_000871,USER_000091,2025-11-02 01:26:22,Referral,Desktop,54,11
SES_000872,USER_001256,2025-10-06 03:13:22,Social Media,Mobile,59,9
SES_000873,USER_001139,2025-10-23 03:38:22,Paid Search,Mobile,259,5
SES_000874,USER_000533,2025-12-13 08:09:22,Paid Search,Desktop,36,16
SES_000875,USER_000994,2025-10-10 09:47:22,Email,Mobile,808,18
SES_000876,USER_000370,2025-11-17 02:25:22,Paid Search,Desktop,41,10
SES_000877,USER_001078,2025-10-11 10:50:22,Direct,Tablet,42,1
SES_000878,USER_000054,2025-12-01 16:44:22,Paid Search,Tablet,17,11
SES_000879,USER_000060,2025-10-26 09:01:22,Social Media,Desktop,326,5
SES_000880,USER_000675,2025-09-30 02:11:22,Email,Mobile,162,1
SES_000881,USER_000265,2025-09-25 07:57:22,Social Media,Tablet,427,19
SES_000882,USER_000782,2025-10-16 13:09:22,Social Media,Tablet,13,20
SES_000883,USER_000584,2025-09-30 23:34:22,Email,Desktop,32,13
SES_000884,USER_001851,2025-12-11 07:27:22,Email,Tablet,295,10
SES_000885,USER_001814,2025-12-16 06:26:22,Organic Search,Tablet,40,15
SES_000886,USER_000382,2025-11-08 02:35:22,Email,Mobile,299,20
SES_000887,USER_001907,2025-11-14 07:45:22,Direct,Mobile,203,5
SES_000888,USER_000616,2025-11-22 03:58:22,Organic Search,Mobile,14,16
SES_000889,USER_000157,2025-10-08 16:01:22,Paid Search,Mobile,151,18
SES_000890,USER_000728,2025-09-25 03:24:22,Email,Tablet,229,9
SES_000891,USER_001727,2025-10-22 05:23:22,Organic Search,Tablet,111,6
SES_000892,USER_001278,2025-11-08 12:23:22,Referral,Tablet,231,15
SES_000893,USER_000532,2025-10-22 22:16:22,Paid Search,Desktop,247,20
SES_000894,USER_000943,2025-12-14 14:45:22,Organic Search,Desktop,33,16
SES_000895,USER_000739,2025-12-17 00:13:22,Referral,Mobile,64,20
SES_000896,USER_001672,2025-12-17 09:02:22,Social Media,Desktop,2,4
SES_000897,USER_001725,2025-09-22 09:30:22,Paid Search,Desktop,188,14
SES_000898,USER_001849,2025-12-09 04:30:22,Email,Mobile,3,6
SES_000899,USER_000604,2025-10-09 11:02:22,Email,Mobile,158,7
SES_000900,USER_001738,2025-11-30 23:21:22,Organic Search,Tablet,101,14
SES_000901,USER_001052,2025-11-22 10:55:22,Direct,Desktop,120,16
SES_000902,USER_001181,2025-12-04 10:57:22,Email,Desktop,135,14
SES_000903,USER_001923,2025-10-30 04:22:22,Referral,Mobile,22,20
SES_000904,USER_000898,2025-12-10 22:46:22,Organic Search,Tablet,38,12
SES_000905,USER_000269,2025-10-19 03:32:22,Referral,Tablet,345,15
SES_000906,USER_001631,2025-10-27 11:03:22,Email,Tablet,190,12
SES_000907,USER_000409,2025-11-18 16:57:22,Referral,Tablet,118,6
SES_000908,USER_001141,2025-10-10 06:49:22,Email,Mobile,65,7
SES_000909,USER_000066,2025-09-25 11:40:22,Social Media,Desktop,316,17
SES_000910,USER_001608,2025-09-27 21:45:22,Paid Search,Desktop,119,11
SES_000911,USER_001372,2025-11-03 13:07:22,Social Media,Tablet,372,20
SES_000912,USER_001249,2025-10-03 09:21:22,Email,Desktop,661,20
SES_000913,USER_001492,2025-10-03 04:20:22,Paid Search,Desktop,435,6
SES_000914,USER_000686,2025-10-27 09:46:22,Email,Desktop,30,12
SES_000915,USER_000700,2025-10-06 15:12:22,Email,Desktop,50,16
SES_000916,USER_000311,2025-10-26 03:28:22,Social Media,Mobile,80,8
SES_000917,USER_001628,2025-11-26 01:08:22,Email,Mobile,411,17
SES_000918,USER_000693,2025-12-15 22:19:22,Organic Search,Tablet,517,3
SES_000919,USER_001849,2025-10-30 00:07:22,Organic Search,Desktop,194,5
SES_000920,USER_001790,2025-12-01 12:58:22,Referral,Mobile,97,18
SES_000921,USER_001886,2025-10-28 11:05:22,Social Media,Mobile,414,20
SES_000922,USER_001429,2025-10-08 09:43:22,Paid Search,Tablet,279,15
SES_000923,USER_001066,2025-11-03 07:43:22,Social Media,Tablet,73,5
SES_000924,USER_000048,2025-11-27 20:31:22,Direct,Mobile,254,6
SES_000925,USER_001724,2025-09-23 04:55:22,Social Media,Tablet,21,2
SES_000926,USER_000611,2025-11-05 19:58:22,Organic Search,Tablet,510,15
SES_000927,USER_001730,2025-12-02 10:18:22,Paid Search,Tablet,150,18
SES_000928,USER_001463,2025-12-04 18:40:22,Referral,Tablet,153,5
SES_000929,USER_000931,2025-11-07 04:05:22,Social Media,Desktop,311,12
SES_000930,USER_000976,2025-10-01 16:03:22,Email,Desktop,99,5
SES_000931,USER_001786,2025-10-17 01:22:22,Direct,Tablet,131,13
SES_000932,USER_001688,2025-10-23 05:49:22,Email,Mobile,236,14
SES_000933,USER_000242,2025-10-09 15:50:22,Referral,Tablet,129,17
SES_000934,USER_001233,2025-12-16 17:47:22,Referral,Tablet,82,4
SES_000935,USER_000767,2025-11-10 14:25:22,Social Media,Desktop,22,10
SES_000936,USER_001821,2025-10-27 20:49:22,Paid Search,Tablet,98,10
SES_000937,USER_001783,2025-10-25 17:29:22,Email,,142,3
SES_000938,USER_001709,2025-09-25 00:48:22,Direct,Mobile,273,16
SES_000939,USER_001775,2025-12-05 16:06:22,Referral,Mobile,198,5
SES_000940,USER_001108,2025-10-30 14:09:22,Direct,Desktop,414,11
SES_000941,USER_001291,2025-09-25 09:14:22,Social Media,Desktop,221,19
SES_000942,USER_001182,2025-12-18 20:53:22,Referral,Desktop,558,18
SES_000943,USER_000369,2025-09-26 05:51:22,Email,Desktop,23,18
SES_000944,USER_001243,2025-09-21 20:08:22,Referral,Tablet,105,18
SES_000945,USER_000650,2025-10-30 23:55:22,Organic Search,Desktop,96,17
SES_000946,USER_001574,2025-11-06 19:23:22,Organic Search,Mobile,27,9
SES_000947,USER_000056,2025-09-30 15:37:22,Referral,Tablet,584,6
SES_000948,USER_000107,2025-09-26 20:42:22,Paid Search,Mobile,53,4
SES_000949,USER_000552,2025-10-14 19:06:22,Paid Search,Tablet,87,4
SES_000950,USER_000552,2025-09-26 21:47:22,Organic Search,Mobile,180,1
SES_000951,USER_000914,2025-11-29 06:01:22,Direct,Desktop,65,14
SES_000952,USER_001951,2025-09-30 07:50:22,Paid Search,Desktop,274,18
SES_000953,USER_000002,2025-11-13 04:46:22,Email,Tablet,61,6
SES_000954,USER_001199,2025-09-27 02:35:22,Referral,Mobile,332,7
SES_000955,USER_001701,2025-11-23 20:20:22,Direct,Mobile,16,4
SES_000956,USER_001811,2025-10-07 10:53:22,Email,Tablet,568,11
SES_000957,USER_000700,2025-12-15 21:58:22,Referral,Desktop,195,11
SES_000958,USER_001847,2025-10-16 01:56:22,Referral,Desktop,168,1
SES_000959,USER_001104,2025-09-21 08:29:22,Referral,Mobile,139,3
SES_000960,USER_000793,2025-09-23 08:46:22,Social Media,Mobile,316,12
SES_000961,USER_001554,2025-10-12 09:18:22,Social Media,Mobile,1,1
SES_000962,USER_000480,2025-10-25 09:16:22,Paid Search,Tablet,176,8
SES_000963,USER_000228,2025-11-21 22:20:22,Referral,Desktop,1,13
SES_000964,USER_001158,2025-10-25 05:50:22,Direct,Tablet,150,20
SES_000965,USER_001493,2025-10-11 13:55:22,Organic Search,Tablet,348,17
SES_000966,USER_001809,2025-10-24 18:12:22,Referral,Tablet,52,18
SES_000967,USER_000562,2025-11-16 11:45:22,Referral,Mobile,101,14
SES_000968,USER_000097,2025-10-05 08:51:22,Social Media,Desktop,387,8
SES_000969,USER_001655,2025-10-25 00:52:22,Organic Search,Mobile,15,19
SES_000970,USER_000637,2025-09-23 10:32:22,Email,Desktop,39,11
SES_000971,USER_001722,2025-09-28 07:58:22,Email,Desktop,161,11
SES_000972,USER_001933,2025-10-21 18:24:22,Social Media,Mobile,131,8
SES_000973,USER_001878,2025-09-29 06:57:22,Organic Search,Tablet,23,2
SES_000974,USER_000113,2025-09-23 23:38:22,Referral,Desktop,11,15
SES_000975,USER_000823,2025-10-28 06:58:22,Organic Search,Tablet,9,13
SES_000976,USER_000951,2025-10-02 07:06:22,Direct,Tablet,1,13
SES_000977,USER_001204,2025-11-13 06:57:22,Referral,Desktop,108,11
SES_000978,USER_001306,2025-10-13 14:24:22,Referral,Desktop,422,5
SES_000979,USER_000124,2025-11-23 19:40:22,Referral,Desktop,50,2
SES_000980,USER_001589,2025-10-05 20:55:22,Referral,Mobile,157,18
SES_000981,USER_000118,2025-10-07 15:48:22,Social Media,Desktop,131,5
SES_000982,USER_001609,2025-10-20 04:10:22,Organic Search,Desktop,675,7
SES_000983,USER_001745,2025-09-27 21:30:22,Referral,Mobile,164,11
SES_000984,USER_001016,2025-12-03 05:39:22,Email,Desktop,109,2
SES_000985,USER_001654,2025-10-17 11:58:22,Paid Search,Desktop,49,11
SES_000986,USER_000236,2025-11-06 17:43:22,Organic Search,Desktop,79,18
SES_000987,USER_000408,2025-10-07 20:46:22,Direct,Mobile,8,1
SES_000988,USER_000366,2025-10-14 20:29:22,Social Media,Mobile,338,8
SES_000989,USER_000694,2025-10-14 11:29:22,Organic Search,Tablet,26,4
SES_000990,USER_001806,2025-10-15 20:47:22,Social Media,Tablet,679,20
SES_000991,USER_000652,2025-11-14 09:22:22,Paid Search,Desktop,136,12
SES_000992,USER_000603,2025-12-05 00:58:22,Organic Search,Tablet,37,18
SES_000993,USER_000429,2025-10-08 21:33:22,Social Media,Tablet,621,16
SES_000994,USER_000767,2025-09-30 03:08:22,Organic Search,Mobile,250,17
SES_000995,USER_000971,2025-11-22 03:47:22,Referral,Tablet,118,16
SES_000996,USER_000926,2025-10-24 05:43:22,Direct,Desktop,44,7
SES_000997,USER_000276,2025-10-19 23:31:22,Email,Mobile,52,3
SES_000998,USER_000873,2025-09-29 20:46:22,Paid Search,Mobile,129,11
SES_000999,USER_000479,2025-11-16 01:45:22,Email,Mobile,4,15
SES_001000,USER_001610,2025-10-23 07:22:22,Organic Search,Tablet,129,3
SES_001001,USER_000513,2025-10-24 18:24:22,Social Media,Desktop,73,11
SES_001002,USER_001869,2025-10-28 11:10:22,Social Media,Tablet,1118,18
SES_001003,USER_001552,2025-10-22 12:07:22,Social Media,Mobile,524,19
SES_001004,USER_000972,2025-12-11 11:48:22,Paid Search,Desktop,46,7
SES_001005,USER_000642,2025-10-19 03:55:22,Email,Mobile,74,3
SES_001006,USER_000768,2025-10-14 01:07:22,Email,Mobile,345,1
SES_001007,USER_000462,2025-10-07 06:13:22,Referral,Tablet,323,11
SES_001008,USER_001609,2025-11-12 01:01:22,Referral,Mobile,159,19
SES_001009,USER_001776,2025-09-23 15:27:22,Social Media,Tablet,441,19
SES_001010,USER_001167,2025-11-08 23:31:22,Organic Search,Desktop,115,11
SES_001011,USER_001001,2025-11-16 08:15:22,Paid Search,Tablet,35,20
SES_001012,USER_000144,2025-09-22 16:30:22,Email,Desktop,61,17
SES_001013,USER_000265,2025-11-16 12:41:22,Paid Search,Mobile,89,4
SES_001014,USER_000635,2025-11-27 00:48:22,Email,Desktop,25,7
SES_001015,USER_001468,2025-11-14 10:00:22,Direct,Mobile,159,17
SES_001016,USER_001077,2025-12-16 01:35:22,Paid Search,Mobile,167,8
SES_001017,USER_000711,2025-11-01 06:14:22,Email,Tablet,17,15
SES_001018,USER_001844,2025-12-18 10:08:22,Direct,Desktop,96,6
SES_001019,USER_000491,2025-12-08 10:45:22,Referral,Tablet,18,2
SES_001020,USER_001862,2025-10-09 20:14:22,Social Media,Desktop,215,7
SES_001021,USER_000840,2025-11-22 01:06:22,Social Media,Desktop,126,11
SES_001022,USER_000781,2025-11-15 16:34:22,Organic Search,Desktop,183,15
SES_001023,USER_000670,2025-11-02 10:43:22,Email,Mobile,21,5
SES_001024,USER_000288,2025-12-14 10:47:22,Organic Search,Tablet,49,15
SES_001025,USER_001519,2025-11-18 20:11:22,Organic Search,Desktop,62,18
SES_001026,USER_000444,2025-11-08 16:22:22,Organic Search,Desktop,104,6
SES_001027,USER_000800,2025-09-24 08:52:22,Referral,Tablet,300,4
SES_001028,USER_000768,2025-12-16 20:46:22,Organic Search,Mobile,262,8
SES_001029,USER_000452,2025-10-19 17:23:22,Organic Search,Mobile,309,3
SES_001030,USER_001152,2025-10-02 08:28:22,Organic Search,Desktop,304,11
SES_001031,USER_000217,2025-12-08 17:57:22,Direct,Mobile,23,7
SES_001032,USER_000136,2025-11-03 21:29:22,Referral,Mobile,43,8
SES_001033,USER_001024,2025-12-12 19:59:22,Organic Search,Desktop,95,20
SES_001034,USER_001389,2025-10-03 09:52:22,Direct,Desktop,164,13
SES_001035,USER_000037,2025-12-16 15:39:22,Referral,Tablet,118,11
SES_001036,USER_000477,2025-12-06 05:46:22,Referral,Tablet,159,1
SES_001037,USER_000163,2025-09-22 07:06:22,Social Media,Mobile,254,20
SES_001038,USER_001892,2025-09-26 15:41:22,Paid Search,Desktop,184,8
SES_001039,USER_001067,2025-12-05 02:05:22,Paid Search,Tablet,278,2
SES_001040,USER_000422,2025-11-12 08:10:22,Organic Search,Tablet,72,8
SES_001041,USER_001788,2025-11-27 13:16:22,Paid Search,Tablet,228,20
SES_001042,USER_000107,2025-11-07 03:38:22,Referral,Mobile,13,7
SES_001043,USER_000873,2025-12-09 15:31:22,Paid Search,Desktop,48,3
SES_001044,USER_001181,2025-11-17 20:28:22,Paid Search,Tablet,51,10
SES_001045,USER_000965,2025-11-16 07:30:22,Email,Mobile,91,6
SES_001046,USER_000876,2025-11-15 00:50:22,Email,Mobile,3,13
SES_001047,USER_000929,2025-09-29 20:56:22,Direct,Mobile,86,10
SES_001048,USER_001877,2025-10-25 23:53:22,Organic Search,Tablet,114,5
SES_001049,USER_001926,2025-10-13 11:18:22,Referral,Mobile,93,14
SES_001050,USER_001888,2025-11-09 10:41:22,Social Media,Tablet,13,2
SES_001051,USER_001044,2025-10-05 00:17:22,Paid Search,Mobile,265,12
SES_001052,USER_000497,2025-12-19 02:58:22,Referral,Mobile,469,8
SES_001053,USER_000536,2025-11-19 13:16:22,Referral,Desktop,215,5
SES_001054,USER_000240,2025-12-06 02:01:22,Paid Search,Tablet,331,1
SES_001055,USER_001795,2025-10-01 08:03:22,Email,Desktop,131,7
SES_001056,USER_001201,2025-11-12 17:11:22,Referral,Tablet,193,13
SES_001057,USER_001668,2025-10-29 10:44:22,Referral,Desktop,181,12
SES_001058,USER_001672,2025-10-07 20:05:22,Referral,Mobile,1,6
SES_001059,USER_000350,2025-11-20 11:24:22,Referral,Mobile,191,14
SES_001060,USER_001162,2025-10-11 22:29:22,Paid Search,Tablet,533,15
SES_001061,USER_000903,2025-10-16 16:30:22,Paid Search,Desktop,54,14
SES_001062,USER_000132,2025-12-09 06:24:22,Paid Search,Desktop,85,9
SES_001063,USER_001540,2025-11-01 11:55:22,Email,Desktop,1,9
SES_001064,USER_001235,2025-09-20 08:55:22,Organic Search,Tablet,282,13
SES_001065,USER_000646,2025-11-24 20:17:22,Social Media,Mobile,83,11
SES_001066,USER_000007,2025-10-19 23:00:22,Direct,Mobile,371,4
SES_001067,USER_001948,2025-11-17 09:43:22,Paid Search,Desktop,365,9
SES_001068,USER_000007,2025-12-17 18:41:22,Referral,Mobile,130,7
SES_001069,USER_000479,2025-12-09 21:19:22,Organic Search,Tablet,70,15
SES_001070,USER_001504,2025-12-06 02:43:22,Organic Search,Mobile,779,4
SES_001071,USER_000066,2025-11-07 20:56:22,Paid Search,Tablet,276,17
SES_001072,USER_001956,2025-10-06 03:08:22,Referral,Mobile,33,15
SES_001073,USER_000891,2025-10-04 03:00:22,Paid Search,Tablet,216,4
SES_001074,USER_001949,2025-09-22 17:17:22,Email,Desktop,228,16
SES_001075,USER_001786,2025-12-13 15:00:22,Direct,Mobile,17,11
SES_001076,USER_001340,2025-10-18 06:07:22,Organic Search,Mobile,433,13
SES_001077,USER_000183,2025-12-11 05:12:22,Paid Search,Desktop,61,4
SES_001078,USER_001954,2025-11-02 10:55:22,Referral,Tablet,82,11
SES_001079,USER_000868,2025-11-07 06:05:22,,Tablet,37,13
SES_001080,USER_000810,2025-10-29 23:09:22,Paid Search,Tablet,160,4
SES_001081,USER_001393,2025-09-21 05:12:22,Paid Search,Mobile,326,16
SES_001082,USER_000633,2025-11-16 15:56:22,Referral,Tablet,6,11
SES_001083,USER_000597,2025-11-23 09:25:22,Referral,Tablet,317,16
SES_001084,USER_001435,2025-12-18 23:21:22,Social Media,Tablet,42,8
SES_001085,USER_000045,2025-09-25 17:12:22,Email,Tablet,438,6
SES_001086,USER_001489,2025-11-28 23:39:22,Email,Mobile,89,17
SES_001087,USER_001541,2025-10-25 21:02:22,Referral,Mobile,18,11
